name,fullname,dob,country,position,foot,weight,height,potential,elo,href
Buba,Bubacar Njié Kambi Bacari,1988-03-14,Spain,STR (Striker),Left-footed,73.0,178.0,62,48,/player/bakary-61352
Quique Rivero,Enrique Rivero Pérez,1992-04-16,Spain,MID (Midfielder),Right,70.0,176.0,61,54,/player/quique-rivero-134283
Andrija Delibasic,Andrija Delibasic,1981-04-24,Montenegro,STR (Striker),Unknown,84.0,187.0,68,68,/player/a-delibasi-7516
Manuel Onwu,Manuel Onwu Villafranca,1988-01-11,Spain,STR (Striker),Right,82.0,188.0,55,42,/player/m-onwu-67962
Cristian Tello,Cristian Tello Herrera,1991-08-11,Spain,STR (Striker),Right,72.0,178.0,75,56,/player/c-tello-58696
Guilherme Siqueira,Guilherme Magdalena Siqueira,1986-04-28,Brazil,DF (Defender),Left-footed,76.0,184.0,80,80,/player/g-siqueira-67703
Manu Trigueros,Manuel Trigueros Muñoz,1991-10-17,Spain,MID (Midfielder),Right,75.0,178.0,84,77,/player/trigueros-35477
Satrústegui,Eneko Satrústegui Plano,1990-09-25,Spain,DF (Defender),Left-footed,80.0,187.0,71,64,/player/satrustegui-108398
Carlos Clerc,Carlos Clerc Martínez,1992-02-21,Spain,DF (Defender),Left-footed,69.0,182.0,75,65,/player/carlos-clerc-112081
Allan Nyom,Allan Romeo Nyom,1988-05-10,France,DF (Defender),Right,81.0,186.0,78,66,/player/a-nyom-34269
Súper,Manuel Herrera López,1991-11-12,Spain,DF (Defender),Right,67.0,178.0,52,52,/player/super-76056
Ortí,Jorge Orti Gracia,1993-04-28,Spain,MID (Midfielder),Right,75.0,180.0,51,51,/player/orti-88829
M. Ogunjimi,Marvin Ogunjimi,1987-10-12,Belgium,STR (Striker),Left-footed,79.0,184.0,76,76,/player/m-ogunjimi-228964
José Juan,José Juan Figueras García,1979-12-31,Spain,GOA (Goalkeeper),Left-footed,82.0,183.0,72,59,/player/jose-juan-34267
Michu,Miguel Pérez Cuesta,1986-03-21,Spain,MID (Midfielder),Left-footed,78.0,185.0,86,84,/player/michu-33122
Pablo Sarabia,Pablo Sarabia García,1992-05-11,Spain,STR (Striker),Left-footed,70.0,174.0,84,77,/player/p-sarabia-42921
Formose Mendy,Formose Mendy,1989-03-23,Senegal,MID (Midfielder),Right,68.0,181.0,52,40,/player/mendy-37939
Roland Lamah,Roland Conde Lamah,1987-12-31,Ivory Coast,STR (Striker),Left-footed,71.0,180.0,72,72,/player/r-lamah-1570
Henrique Almeida,Henrique Almeida Caixeta Nascentes,1991-05-27,Brazil,STR (Striker),Right,74.0,177.0,71,64,/player/henrique-218788
Dennis Díaz,Dennis Díaz Fernández,1992-08-08,Spain,GOA (Goalkeeper),Right,66.0,182.0,53,40,/player/dennis-83196
Coke,Jorge Andújar Moreno,1987-04-26,Spain,DF (Defender),Right,78.0,182.0,79,52,/player/coke-27398
Franco Zuculini,Franco Zuculini,1990-09-05,Argentina,MID (Midfielder),Right,68.0,175.0,62,33,/player/f-zuculini-16915
Diego Benito,Diego Benito Rey,1988-08-25,Spain,MID (Midfielder),Right,70.0,176.0,57,46,/player/diego-benito-37031
Diego Buonanotte,Diego Mario Buonanotte Rende,1988-04-19,Argentina,MID (Midfielder),Left-footed,56.0,160.0,74,50,/player/d-buonanotte-71802
Dani Giménez,Daniel Giménez Hernández,1983-07-30,Spain,GOA (Goalkeeper),Two-Footed,77.0,182.0,71,71,/player/dani-gimenez-42880
Yeray Gómez,Yeray Gómez Ferragut,1992-06-10,Spain,GOA (Goalkeeper),Right,82.0,192.0,50,42,/player/yeray-89108
Álvaro Giménez,Álvaro Giménez Candela,1991-05-19,Spain,STR (Striker),Right,80.0,182.0,70,54,/player/alvaro-32270
Alejandro Arribas,Alejandro Arribas Garrido,1989-05-01,Spain,DF (Defender),Right,77.0,182.0,76,61,/player/arribas-37030
Franco Jara,Franco Daniel Jara,1988-07-15,Argentina,STR (Striker),Right,76.0,181.0,80,60,/player/f-jara-16663
Adil Rami,Adil Rami,1985-12-27,France,DF (Defender),Right,90.0,190.0,88,59,/player/a-rami-3091
Miki Roqué,Miki Roque,1988-07-08,Spain,DF (Defender),Right,74.0,186.0,58,58,/player/miguel-roque-farrero
Paul Quaye,Paul Quaye,1995-09-16,Ghana,MID (Midfielder),Left-footed,74.0,178.0,42,35,/player/quaye-176213
Tito,Roberto Román Triguero,1985-07-11,Spain,DF (Defender),Right,64.0,175.0,75,50,/player/tito-23620
Koke,Sergio Contreras Pardo,1983-04-27,Spain,STR (Striker),Right,71.0,179.0,73,73,/player/koke-23125
Sergio,Sergio Rodríguez Hurtado,1992-09-07,Spain,STR (Striker),Two-Footed,65.0,169.0,50,43,/player/sergio-104057
Cristiano Figueiredo,Cristiano Pereira Figueiredo,1990-11-29,Germany,GOA (Goalkeeper),Right,90.0,195.0,64,55,/player/cristiano-148326
Júlio César,Júlio César Jacobi,1986-09-02,Brazil,GOA (Goalkeeper),Right,85.0,191.0,77,77,/player/julio-cesar-jacobi
Joel Valencia,César Joel Valencia Castillo,1994-11-16,Ecuador,STR (Striker),Right,70.0,175.0,63,50,/player/joel-valencia-117497
Íñigo López,Íñigo López Montaña,1982-07-23,Spain,DF (Defender),Right,74.0,185.0,74,74,/player/inigo-lopez-29125
Edu Oriol,Eduardo Oriol Gracia,1986-11-05,Spain,DF (Defender),Right,71.0,177.0,61,50,/player/edu-oriol-29473
Tomislav Dujmović,Tomislav Dujmović,1981-02-26,Croatia,MID (Midfielder),Right,85.0,188.0,70,70,/player/t-dujmovi-22610
Thibaut Courtois,Thibaut Nicolas Marc Courtois,1992-05-11,Belgium,GOA (Goalkeeper),Left-footed,91.0,199.0,93,91,/player/t-courtois-69148
Vladimir Weiss,Vladimir Weiss,1989-11-30,Slovakia,STR (Striker),Right,71.0,173.0,72,64,/player/v-weiss-27881
Manu Palancar,Manuel Palancar Belloso,1990-10-25,Spain,DF (Defender),Unknown,72.0,179.0,55,55,/player/manu-palancar-82128
Jairo Samperio,Jairo Samperio Bustara,1993-07-11,Spain,STR (Striker),Right,65.0,170.0,73,50,/player/jairo-105244
Yohan Mollo,Yohan Mollo,1989-07-18,France,STR (Striker),Right,74.0,175.0,78,52,/player/y-mollo-30770
Raoul Loé,Raoul Cédric Loé,1989-01-31,France,MID (Midfielder),Two-Footed,83.0,192.0,64,56,/player/loe-35055
Raphaël Varane,Raphaël Xavier Varane,1993-04-25,France,DF (Defender),Right,78.0,191.0,89,85,/player/r-varane-103053
Roberto Trashorras,Roberto Trashorras Gayoso,1981-02-28,Spain,MID (Midfielder),Right,71.0,177.0,75,75,/player/r-trashorras-27299
Samu Marfil,Arturo Samuel Marfil Castro,1990-07-18,Spain,DF (Defender),Unknown,78.0,180.0,41,41,/player/marfil-75194
Dani Benítez,Daniel Benítez González,1987-04-07,Spain,STR (Striker),Left-footed,69.0,181.0,68,47,/player/dani-benitez-34304
José Campaña,José Ángel Gómez Campaña,1993-05-31,Spain,MID (Midfielder),Right,55.0,176.0,80,66,/player/j-campana-52104
Sílvio,Sílvio Manuel De Azevedo Ferreira Sá Pereira,1987-09-28,Portugal,DF (Defender),Right,72.0,176.0,71,50,/player/silvio-72180
Tomer Hemed,Tomer Hemed,1987-05-02,Israel,STR (Striker),Right,82.0,182.0,74,55,/player/t-hemed-25982
Babá Diawara,Baba,1988-01-05,Senegal,STR (Striker),Right,79.0,185.0,74,74,/player/b-diawara-120389
Hiroshi Ibusuki,Hiroshi Ibusuki,1991-02-27,Japan,STR (Striker),Right,82.0,195.0,57,49,/player/hiroshi-29194
Isma Gil,Ismael Gil Broncano,1989-01-23,Spain,GOA (Goalkeeper),Right,74.0,182.0,63,56,/player/ismael-27945
Abdelkader Ghezzal,Abdelkader Mohamed Ghezzal,1984-12-05,France,STR (Striker),Right,78.0,183.0,69,69,/player/a-ghezzal-43074
Hamit Altintop,Hamit Altintop,1982-12-08,Germany,MID (Midfielder),Right,82.0,183.0,77,77,/player/h-altintop-2015
Iñigo Ruiz De Galarreta,Iñigo Ruiz De Galarreta,1993-08-06,Spain,MID (Midfielder),Right,66.0,174.0,72,66,/player/i-ruiz-de-galarreta-107809
Charlie,Charlie Took Essome,1993-05-25,Cameroon,DF (Defender),Right,80.0,184.0,50,44,/player/c-took-essome-85079
Nosakhare Igiebor,Emmanuel Nosakhare Igiebor,1990-11-09,Nigeria,MID (Midfielder),Right,79.0,182.0,63,63,/player/nosa-33193
Damien Perquis,Damien Perquis,1984-04-10,France,DF (Defender),Right,83.0,184.0,78,78,/player/d-perquis-3085
Adrià Carmona,Adrià Carmona Pérez,1992-02-08,Spain,STR (Striker),Left-footed,70.0,172.0,48,48,/player/carmona-162383
Rubén Blanco,Rubén Blanco Veiga,1995-07-25,Spain,GOA (Goalkeeper),Right,80.0,189.0,75,51,/player/ruben-129605
Alan Hutton,Alan Hutton,1984-11-30,Scotland,DF (Defender),Right,72.0,185.0,79,79,/player/a-hutton-3435
Vitorino Antunes,Vitorino Gabriel Pacheco Antunes,1987-04-01,Portugal,DF (Defender),Left-footed,69.0,175.0,78,64,/player/v-antunes-60123
Fran Miranda,Francisco Javier Miranda Mera,1988-03-27,Spain,MID (Midfielder),Right,84.0,190.0,63,53,/player/fran-miranda-30322
Theofanis Gekas,Theofanis Gekas,1980-05-23,Greece,STR (Striker),Right,71.0,180.0,82,82,/player/theofanis-gekas-193873
Javi Hervás,Javier Hervás Salmoral,1989-06-09,Spain,MID (Midfielder),Left-footed,78.0,176.0,62,52,/player/javi-hervas-31305
Nélson Oliveira,Nélson Miguel Castro Oliveira,1991-08-08,Portugal,STR (Striker),Right,82.0,186.0,71,63,/player/n-oliveira-58072
Dariusz Dudka,Dariusz Dudka,1983-12-09,Poland,DF (Defender),Right,80.0,183.0,82,82,/player/dariusz-dudka-66114
João Pereira,João Pedro Da Silva Pereira,1984-02-25,Portugal,DF (Defender),Right,64.0,172.0,82,82,/player/joao-pereira-79650
Santi Mina,Santiago Mina Lorenzo,1995-12-07,Spain,STR (Striker),Right,77.0,181.0,78,72,/player/santi-mina-162563
Jorge Pesca,Jorge Gonzalez Moral,1992-04-24,Spain,DF (Defender),Right,78.0,180.0,56,50,/player/jorge-pesca-113748
Iván Casado,Iván Casado Ortiz,1993-07-06,Spain,DF (Defender),Right,80.0,188.0,54,49,/player/ivan-casado-176075
Germán,Germán Parreño Boix,1993-02-16,Spain,GOA (Goalkeeper),Right,82.0,191.0,63,55,/player/german-112079
Bruno Gama,Bruno Alexandre Vilela Gama,1987-11-15,Portugal,STR (Striker),Right,71.0,177.0,76,63,/player/bruno-gama-22040
Maikel Mesa,Maikel Mesa Piñero,1991-06-04,Spain,MID (Midfielder),Right,66.0,185.0,68,61,/player/maikel-42102
Iturra,Manuel Rolando Iturra Urrutia,1984-06-23,Chile,MID (Midfielder),Left-footed,71.0,174.0,72,72,/player/m-iturra-73835
Lucas Piazon,Gustavo Lucas Domingues Piazón,1994-01-20,Brazil,STR (Striker),Right,75.0,182.0,69,56,/player/l-piazon-147342
Alexander Quintanilla,Alexander Quintanilla Urionabarrenetxea,1990-07-02,Spain,DF (Defender),Right,79.0,185.0,65,58,/player/a-quintanilla-67761
Jonathan Nanizayamo,Jonathan Nanizayamo,1992-02-21,France,STR (Striker),Right,90.0,194.0,49,33,/player/jonathan-67835
Eneko Eizmendi,Eneko Eizmendi Blanco,1990-06-10,Spain,STR (Striker),Left-footed,66.0,174.0,56,46,/player/eneko-eizmendi-67832
Lluís Sastre,Lluis Sastre Reus,1986-03-26,Spain,MID (Midfielder),Right,71.0,175.0,61,48,/player/l-sastre-29280
Valdet Rama,Valdet Rama,1987-11-20,Kosovo,STR (Striker),Two-Footed,76.0,182.0,61,42,/player/v-rama-2140
Guillermo Molins,Guillermo Molins,1988-09-26,Uruguay,STR (Striker),Two-Footed,81.0,186.0,70,53,/player/g-molins-15463
Brandon Thomas,Brandon Thomas Llamas,1995-02-04,Spain,STR (Striker),Right,71.0,177.0,64,57,/player/brandon-159475
Cicinho,Alex Sandro Mendonça Dos Santos,1986-08-04,Brazil,DF (Defender),Right,72.0,173.0,75,75,/player/cicinho-48849
Erik Morán,Erik Morán Arribas,1991-05-25,Spain,MID (Midfielder),Right,74.0,187.0,66,59,/player/e-moran-31824
Mohammed Abu,Mohammed Abu,1991-11-14,Ghana,MID (Midfielder),Left-footed,75.0,176.0,64,55,/player/m-abu-224532
Yacine Brahimi,Yacine Brahimi,1990-02-08,France,STR (Striker),Right,66.0,175.0,83,61,/player/y-brahimi-21339
Franco Vázquez,Franco Damián Vázquez,1989-02-22,Argentina,MID (Midfielder),Left-footed,87.0,187.0,78,68,/player/f-vazquez-109637
Antonio Floro Flores,Antonio Floro Flores,1983-06-18,Italy,MID (Midfielder),Right,74.0,180.0,74,74,/player/a-flores-21054
Diego Llorente,Diego Javier Llorente Ríos,1993-08-16,Spain,DF (Defender),Two-Footed,75.0,186.0,77,69,/player/llorente-115131
Pablo Insua,Pablo Insua Blanco,1993-09-09,Spain,DF (Defender),Right,75.0,187.0,69,63,/player/insua-74166
Emre Belözoğlu,Emre Belözoglu,1980-09-07,Turkey,MID (Midfielder),Left-footed,68.0,170.0,77,77,/player/e-belozo-lu-31626
Kader,Abdelkader Oueslati Kaabi,1991-10-07,France,MID (Midfielder),Right,71.0,184.0,54,54,/player/kader-120374
Álex Rubio,Alejandro Rubio Brito,1993-07-23,Spain,STR (Striker),Right,77.0,185.0,50,42,/player/alex-rubio-139370
Saballs,Adrián Saballs Jiménez,1995-07-07,Spain,STR (Striker),Unknown,72.0,183.0,57,50,/player/saballs-178766
Fabinho,Fábio Henrique Tavares,1993-10-23,Brazil,MID (Midfielder),Right,80.0,188.0,89,85,/player/fabinho-139208
Fausto,Fausto Antonio Tienza Núñez,1990-01-08,Spain,MID (Midfielder),Right,75.0,183.0,64,56,/player/fausto-34990
Darwin Machís,Darwin Daniel Machís Marcano,1993-02-07,Venezuela,STR (Striker),Right,70.0,175.0,78,73,/player/d-machis-121657
Evaldo,Evaldo Dos Santos Fabiano,1982-03-18,Brazil,DF (Defender),Left-footed,80.0,184.0,80,80,/player/evaldo-36796
Marc Martínez,Marc Martínez Aranda,1990-04-04,Spain,GOA (Goalkeeper),Right,72.0,186.0,70,63,/player/marc-martinez-34333
Simão Junior,Simão Mate Júnior,1988-06-23,Mozambique,DF (Defender),Right,78.0,178.0,71,71,/player/mate-junior-23303
Javi Álamo,Javier Álamo Cruz,1988-08-18,Spain,STR (Striker),Right,84.0,190.0,60,42,/player/javi-alamo-34830
Glenn Loovens,Glenn Loovens,1983-10-22,Netherlands,DF (Defender),Right,81.0,185.0,71,71,/player/g-loovens-5523
Samuel Llorca,Samuel Llorca Ripoll,1985-04-26,Spain,DF (Defender),Right,83.0,187.0,71,69,/player/samuel-61585
José Gayà,José Luis Gayà Peña,1995-05-25,Spain,DF (Defender),Left-footed,64.0,172.0,85,83,/player/gaya-146766
Jorge Sánchez,Jorge Andrés Sánchez Colacio,1993-03-22,Spain,GOA (Goalkeeper),Left-footed,74.0,181.0,57,49,/player/jorge-sanchez-117685
Geromel,Pedro Tonon Geromel,1985-09-21,Brazil,DF (Defender),Right,84.0,190.0,83,73,/player/p-geromel-21441
Diego Lugano,Diego Alfredo Lugano Morena,1980-11-02,Uruguay,DF (Defender),Right,84.0,188.0,82,82,/player/d-lugano-41145
Juan Neira,Juan Ángel Neira,1989-02-21,Argentina,MID (Midfielder),Right,74.0,179.0,69,61,/player/j-neira-71960
Pablo Hervías,Pablo Hervías Ruiz,1993-03-08,Spain,STR (Striker),Right,68.0,174.0,66,48,/player/pablo-hervias-117206
Kike Royo,Enrique Royo Herranz,1991-06-14,Spain,GOA (Goalkeeper),Right,76.0,184.0,59,50,/player/e-royo-93382
Antón,Antón De Vicente Adrio,1989-08-25,Spain,MID (Midfielder),Right,74.0,178.0,61,53,/player/anton-31406
Anderson Conceição,Anderson Conceição,1989-10-24,Brazil,DF (Defender),Left-footed,72.0,185.0,74,67,/player/a-conceicao-145650
Imanol,Imanol Elías Ayllón,1990-08-17,Spain,GOA (Goalkeeper),Right,76.0,189.0,54,40,/player/imanol-67951
Sergio Postigo,Sergio Postigo Redondo,1988-11-04,Spain,DF (Defender),Right,78.0,184.0,76,64,/player/sergio-postigo-35206
Emiliano Insúa,Emiliano Adrián Insúa Zapata,1989-01-07,Argentina,DF (Defender),Left-footed,85.0,179.0,79,73,/player/e-insua-30522
Rubén Ramiro,Rubén Ramiro Pastor,1993-04-16,Spain,STR (Striker),Right,70.0,176.0,51,42,/player/ruben-ramiro-101082
André Santos,André Filipe Bernardes Santos,1989-03-02,Portugal,MID (Midfielder),Right,78.0,175.0,69,48,/player/andre-santos-60028
Fabrice Olinga,Fabrice Olinga Essono,1996-05-12,Cameroon,MID (Midfielder),Right,66.0,176.0,63,53,/player/fabrice-139717
Patrick Ebert,Patrick Ebert,1987-03-17,Germany,MID (Midfielder),Right,68.0,172.0,71,52,/player/p-ebert-2052
Henri Bienvenu,Henri Bienvenu Ntsama,1988-07-05,Cameroon,STR (Striker),Right,80.0,180.0,68,68,/player/h-bienvenu-20915
Nacho,José Ignacio Martínez García,1989-03-07,Spain,DF (Defender),Left-footed,76.0,175.0,75,68,/player/nacho-martinez-67953
Jordi Masip,Jordi Masip López,1989-01-03,Spain,GOA (Goalkeeper),Right,76.0,180.0,76,69,/player/j-masip-29460
Dalmau Martinez,Albert Dalmau Martínez,1992-03-16,Spain,DF (Defender),Right,72.0,175.0,60,41,/player/a-dalmau-81422
Carlos Cristeto,Carlos Cristeto De Dios,1994-05-13,Spain,MID (Midfielder),Left-footed,68.0,175.0,54,48,/player/c-cristeto-139171
Álex Portillo,Alejandro Fernández Portillo,1992-11-06,Spain,DF (Defender),Left-footed,72.0,182.0,57,51,/player/alex-portillo-89265
Antonio Rukavina,Antonio Rukavina,1984-01-26,Serbia,DF (Defender),Right,74.0,178.0,78,78,/player/a-rukavina-56254
Anaitz Arbilla,Anaitz Arbilla Zabala,1987-05-15,Spain,DF (Defender),Right,75.0,177.0,78,70,/player/arbilla-35660
Villarchao,Eder Villarchao Ruiz,1990-02-09,Spain,MID (Midfielder),Unknown,62.0,184.0,40,40,/player/villarchao-139369
Biel Company,Biel Company,1992-02-16,Spain,DF (Defender),Right,73.0,176.0,58,58,/player/biel-company-77770
Jonny,Jonathan Castro Otto,1994-03-03,Spain,DF (Defender),Two-Footed,70.0,175.0,86,69,/player/jonny-125484
Roderick Miranda,Roderick Jefferson Gonçalves Miranda,1991-03-30,Portugal,DF (Defender),Right,85.0,191.0,75,58,/player/roderick-miranda-70594
Salvador Agra,Salvador José Milhazes Agra,1991-11-11,Portugal,STR (Striker),Right,60.0,166.0,71,63,/player/agra-232190
Hugo Mallo,Hugo Mallo Novegil,1991-06-22,Spain,DF (Defender),Right,69.0,173.0,81,72,/player/h-mallo-36191
José Mari,José María Martín Bejarano-Serrano,1987-12-06,Spain,MID (Midfielder),Right,72.0,180.0,67,57,/player/jose-mari-35480
Fran Varela,Francisco Miguel Varela Martín,1994-10-26,Spain,DF (Defender),Left-footed,68.0,174.0,64,56,/player/varela-196929
Victor Perez Alonso,Víctor Pérez Alonso,1988-01-12,Spain,MID (Midfielder),Right,71.0,176.0,72,49,/player/victor-perez-29278
Jason,David Remeseiro Salgueiro,1994-07-06,Spain,STR (Striker),Right,65.0,178.0,72,54,/player/jason-159879
Geoffrey Kondogbia,Geoffrey Edwin Kondogbia,1993-02-15,France,MID (Midfielder),Left-footed,80.0,188.0,78,73,/player/g-kondogbia-138881
Ivan López,Iván López Mendoza,1993-08-23,Spain,DF (Defender),Right,69.0,175.0,65,65,/player/ivan-lopez-79618
Michael Essien,Michael Essien,1982-12-03,Ghana,MID (Midfielder),Right,84.0,178.0,87,87,/player/m-essien-331
Héctor,Héctor Hernández Ortega,1991-05-23,Spain,DF (Defender),Left-footed,71.0,173.0,64,58,/player/hector-88810
Rubén Rochina,Rubén Rochina Naixes,1991-03-23,Spain,MID (Midfielder),Left-footed,74.0,179.0,72,59,/player/r-rochina-29478
Víctor Rodríguez,Víctor Rodríguez Romero,1989-07-23,Spain,MID (Midfielder),Right,70.0,170.0,71,40,/player/victor-rodriguez-35921
Tarsi,Tarsicio Aguado Arriazu,1994-10-16,Spain,MID (Midfielder),Right,70.0,179.0,61,45,/player/tarsi-145421
Brayan Angulo,Brayan Alexis Angulo León,1989-11-02,Colombia,DF (Defender),Left-footed,71.0,174.0,77,71,/player/b-angulo-28784
Carlos Delgado,Carlos Javier Delgado Rodríguez,1990-04-22,Spain,DF (Defender),Left-footed,78.0,184.0,63,56,/player/c-delgado-124395
Cubillas,David Cubillas Peña,1990-06-19,Spain,STR (Striker),Right,78.0,191.0,57,43,/player/cubillas-68015
Daniel Larsson,Daniel Larsson,1987-01-25,Sweden,STR (Striker),Right,77.0,176.0,71,71,/player/d-larsson-73616
Israel Puerto,Israel Puerto Pineda,1993-06-15,Spain,DF (Defender),Right,74.0,188.0,63,57,/player/israel-puerto-88978
Ager Aketxe,Ager Aketxe Barrutia,1993-12-30,Spain,MID (Midfielder),Left-footed,70.0,174.0,68,56,/player/a-aketxe-124623
Andrés Túñez,Andrés Tuñez,1987-03-15,Venezuela,DF (Defender),Left-footed,80.0,191.0,72,53,/player/a-tunez-30886
Kaká,Claudino Bezerra Da Silva,1981-05-16,Brazil,DF (Defender),Right,81.0,187.0,68,66,/player/kaka-21514
Youssef El-Arabi,Youssef El-Arabi,1987-02-03,France,STR (Striker),Right,84.0,183.0,84,77,/player/y-el-arabi-44193
Massimo Volta,Massimo Volta,1987-05-14,Italy,DF (Defender),Right,70.0,184.0,68,52,/player/m-volta-966
José Fernández,José Manuel Fernández Reyes,1989-11-18,Spain,DF (Defender),Right,66.0,168.0,64,53,/player/fernandez-87144
Toni Dovale,Antonio Rodríguez Dovale,1990-04-04,Spain,DF (Defender),Right,69.0,175.0,61,39,/player/toni-88733
Pedro Morales,Pedro Andrés Morales Flores,1985-05-25,Chile,MID (Midfielder),Right,77.0,179.0,73,73,/player/pedro-morales-213026
Obafemi Martins,Obafemi Akinwunmi Martins,1984-10-28,Nigeria,STR (Striker),Left-footed,68.0,172.0,82,82,/player/o-martins-29401
Nikolaos Karabelas,Nikolaos Karabelas,1984-12-20,Greece,DF (Defender),Left-footed,72.0,180.0,65,65,/player/nikos-75421
Samuele Longo,Samuele Longo,1992-01-12,Italy,STR (Striker),Right,75.0,186.0,64,54,/player/s-longo-107814
Cristian Sapunaru,Cristian Sapunaru,1984-04-05,Romania,DF (Defender),Right,81.0,187.0,80,67,/player/c-sapunaru-21921
Nono,David González Plata,1991-05-28,Spain,STR (Striker),Right,62.0,170.0,65,54,/player/nono-108347
Francisco González,Francisco Javier Gonzalez Muñoz,1989-02-01,Spain,MID (Midfielder),Right,79.0,182.0,52,41,/player/fran-gonzalez-51660
Bustos,Cristian Bustos,1983-05-29,Spain,MID (Midfielder),Right,75.0,176.0,65,61,/player/c-bustos-23928
Gabriel Torje,Gabriel Andrei Torje,1989-11-22,Romania,STR (Striker),Two-Footed,63.0,167.0,75,54,/player/g-torje-104829
José Caro,José Antonio Caro Martínez,1993-03-08,Spain,DF (Defender),Right,70.0,183.0,64,49,/player/caro-196925
Sergio Escudero,Sergio Escudero Palomo,1989-09-02,Spain,DF (Defender),Left-footed,65.0,176.0,83,68,/player/s-escudero-51968
Unai,Unai Garcia Lugea,1992-02-03,Spain,DF (Defender),Right,76.0,182.0,75,69,/player/unai-108399
Tiago Pinto,Tiago Miguel Baia Pinto,1988-02-01,Portugal,DF (Defender),Left-footed,75.0,177.0,74,60,/player/t-pinto-59905
Jonathan Viera,Jonathan Viera Ramos,1989-10-21,Spain,MID (Midfielder),Right,66.0,171.0,81,72,/player/j-viera-32016
Luka Modrić,Luka Modrić,1985-09-09,Croatia,MID (Midfielder),Right,67.0,172.0,90,89,/player/l-modric-26968
José Rodriguez,José Rodríguez Martínez,1994-12-16,Spain,MID (Midfielder),Right,72.0,181.0,64,58,/player/jose-rodriguez-124283
Dorlan Pabón,Dorlan Mauricio Pabón Ríos,1988-01-24,Colombia,STR (Striker),Right,73.0,172.0,85,79,/player/dorlan-pabon-138482
Víctor Fuchs,Víctor Nicolás Fuchs,1992-06-10,France,MID (Midfielder),Unknown,64.0,174.0,52,42,/player/fuchs-140084
Augusto Fernández,Augusto Matías Fernández,1986-04-10,Argentina,MID (Midfielder),Right,71.0,177.0,82,81,/player/a-fernandez-72150
Beto,António Alberto Bastos Pimparel,1982-05-01,Portugal,GOA (Goalkeeper),Right,80.0,180.0,79,58,/player/beto-41636
Isi,Isaac Gómez Sánchez,1995-10-28,Spain,MID (Midfielder),Right,62.0,172.0,56,50,/player/isi-147974
Peña,Carlos González Peña,1983-07-28,Spain,DF (Defender),Left-footed,73.0,181.0,74,74,/player/pena-27526
Migue,Miguel Alberto García Díaz,1991-04-17,Spain,STR (Striker),Left-footed,64.0,170.0,57,49,/player/miguel-126994
Casemiro,Carlos Henrique Venancio Casemiro,1992-02-23,Brazil,MID (Midfielder),Right,80.0,185.0,90,85,/player/casemiro-92909
Lucas Wilchez,Lucas Antonio Wilchez,1983-10-31,Argentina,MID (Midfielder),Right,69.0,173.0,66,66,/player/l-wilchez-94106
David Abraham,David Abraham,1986-07-15,Argentina,DF (Defender),Right,83.0,187.0,80,76,/player/d-abraham-110870
Diogo Salomão,Diogo Ferreira Salomão,1988-09-14,Portugal,STR (Striker),Left-footed,68.0,175.0,66,54,/player/d-salomao-81815
Omar Mascarell,Omar Mascarell González,1993-02-02,Spain,MID (Midfielder),Right,72.0,180.0,72,66,/player/omar-78466
Portu,Cristian Portugués Manzanera,1992-05-21,Spain,STR (Striker),Right,70.0,167.0,82,71,/player/robert-104150
Álex López,Alejandro López Sánchez,1988-01-11,Spain,MID (Midfielder),Right,64.0,175.0,73,53,/player/a-lopez-30895
Borja,Borja Castilla Romera,1995-04-10,Unknown,MID (Midfielder),Unknown,,174.0,25,25,/player/borja-666078
Federico Fernández,Federico Fernández,1989-02-21,Argentina,DF (Defender),Right,81.0,189.0,80,58,/player/f-fernandez-47349
Bryan Rabello,Bryan Martín Rabello Mella,1994-05-16,Chile,MID (Midfielder),Right,65.0,168.0,67,58,/player/b-rabello-131599
Chu-Young Park,Chu-Young Park,1985-07-10,South Korea,STR (Striker),Right,75.0,182.0,80,47,/player/chu-young-park-30772
Leonardo Baptistão,Leonardo Carrilho Baptistão,1992-08-26,Brazil,STR (Striker),Right,71.0,181.0,79,66,/player/l-baptistao-75845
Stefan Babovic,Stefan Babović,1987-01-07,Montenegro,MID (Midfielder),Unknown,72.0,180.0,62,62,/player/s-babovic-21198
Aymeric Laporte,Aymeric Laporte,1994-05-27,France,DF (Defender),Left-footed,85.0,189.0,88,82,/player/a-laporte-124620
Rubén García,Rubén García Santos,1993-07-14,Spain,STR (Striker),Left-footed,72.0,171.0,77,68,/player/ruben-garcia-74994
Lévy Madinda,Lévy Clément Madinda,1992-06-22,Gabon,MID (Midfielder),Right,77.0,182.0,59,44,/player/l-madinda-108323
Lolo Plá,Manuel Coronado Plá,1993-04-07,Spain,STR (Striker),Right,78.0,182.0,61,52,/player/lolo-145741
Jaime,Jaime Jiménez Merlo,1980-12-10,Spain,GOA (Goalkeeper),Right,80.0,188.0,69,69,/player/jaime-61580
Michael Krohn-Dehli,Michael Krohn-Dehli,1983-06-06,Denmark,MID (Midfielder),Two-Footed,71.0,170.0,79,79,/player/m-krohn-dehli-1568
Rubén Peña,Rubén Peña Jiménez,1991-07-18,Spain,DF (Defender),Right,62.0,170.0,76,63,/player/ruben-pena-113623
