Date,HomeTeam,AwayTeam,home_lineup_names,away_lineup_names
2012-04-01,Valencia,Levante,"['Vicente Guaita', 'Adil Rami', 'Víctor Ruiz', 'Jérémy Mathieu', 'Antonio Barragán', 'Pablo Hernández', 'Daniel Parejo', 'David Albelda', 'Sofiane Feghouli', 'Jonas', 'Aritz Aduriz']","['Gustavo Munúa', 'Sergio Ballesteros', 'Gustavo Cabral', 'Juanfran', 'Pedro López', 'Xavi Torres', 'Barkero', 'Vicente Iborra', 'Pedro Botelho', 'Arouna Koné', 'Valdo']"
2012-04-01,R. Sociedad,Rayo Vallecano,"['Claudio Bravo', 'Íñigo Martínez', 'Vadim Demidov', 'Alberto De La Bella', 'Daniel Estrada', 'Asier Illarramendi', 'Gorka Elustondo', 'David Zurutuza', 'Carlos Vela', 'Imanol Agirretxe', 'Antoine Griezmann']","['Joel Robles', 'Alejandro Arribas', 'Lass Bangoura', 'Casado', 'Tito', 'José Movilla', 'Pape Diamanka', 'Javi Fuego', 'Emiliano Armenteros', 'Michu', 'Diego Costa']"
2012-04-01,Villarreal,Espanyol,"['Diego López', 'Cristián Zapata', 'Mateo Musacchio', 'Joan Oriol', 'Mario Gaspar', 'Marcos Senna', 'Bruno', 'Cani', 'Camuñas', 'Marco Ruben', 'Borja Valero']","['Kiko Casilla', 'Raúl Rodríguez', 'Héctor Moreno', 'Dídac Vilà', 'Javi López', 'Vladimir Weiss', 'Cristian Gómez', 'Raúl Baena', 'Joan Verdú', 'Sergio García', 'Kalu Uche']"
2012-04-02,Sevilla,Mallorca,"['Andrés Palop', 'Federico Fazio', 'Julien Escudé', 'Antonio Luna', 'Coke', 'Piotr Trochowski', 'Gary Medel', 'José Reyes', 'Jesús Navas', 'Manu Del Moral', 'Álvaro Negredo']","['Dudu Aouate', 'José Nunes', 'Chico Flores', 'Iván Ramis', 'Michaël Pereira', 'Pablo Cáceres', 'Gonzalo Castro', 'José Martí', 'Fernando Tissone', 'Víctor Casadesús', 'Álvaro Giménez']"
2012-04-07,Rayo Vallecano,Osasuna,"['Joel Robles', 'Jorge Pulido', 'Alejandro Arribas', 'Casado', 'Tito', 'Emiliano Armenteros', 'Javi Fuego', 'José Movilla', 'Piti', 'Michu', 'Diego Costa']","['Andrés Fernández', 'Miguel Flaño', 'Rovérsio', 'Damià', 'Jukka Raitala', 'Francisco Puñal', 'Raúl García', 'Javad Nekounam', 'Annunziata', 'Nino', 'Dejan Lekic']"
2012-04-07,Getafe,Real Sporting,"['Miguel Moyá', 'Alexis', 'Cata Díaz', 'Mané', 'Juan Valera', 'Míchel', 'Lacen', 'Diego Castro', 'Jaime Gavilán', 'Pedro Ríos', 'Miku']","['Juan Pablo', 'Pedro Orfila', 'Alberto Botía', 'Ayoze', 'Lora', 'Rivera', 'Iván Hernández', 'Canella', 'Óscar Trejo', 'Adrián Colunga', 'Miguel De Las Cuevas']"
2012-04-07,Espanyol,R. Sociedad,"['Kiko Casilla', 'Raúl Rodríguez', 'Héctor Moreno', 'Dídac Vilà', 'Philippe Coutinho', 'Christian Romaric', 'Víctor Sánchez', 'Raúl Baena', 'Joan Verdú', 'Sergio García', 'Kalu Uche']","['Claudio Bravo', 'Jon Ansotegi', 'Vadim Demidov', 'Alberto De La Bella', 'Daniel Estrada', 'Mikel Aranburu', 'Gorka Elustondo', 'Xabi Prieto', 'David Zurutuza', 'Antoine Griezmann', 'Carlos Vela']"
2012-04-07,Real Zaragoza,Barcelona,"['Roberto Jiménez', 'Paulo Da Silva', 'Javier Paredes', 'Abraham', 'Pablo Álvarez', 'Rúben Micael', 'Ádám Pintér', 'Ivan Obradović', 'Franco Zuculini', 'Carlos Aranda', 'Angel Lafita']","['Víctor Valdés', 'Carles Puyol', 'Javier Mascherano', 'Adriano', 'Daniel Alves', 'Thiago', 'C. Fàbregas', 'Seydou Keita', 'Alexis Sánchez', 'Lionel Messi', 'Pedro']"
2012-04-07,Real Betis,Villarreal,"['Fabricio', 'Paulão', 'Chechu Dorado', 'Nacho', 'Nelson', 'José Cañas', 'Beñat', 'Jefferson Montero', 'Rubén Castro', 'Jonathan Pereira', 'Roque Santa Cruz']","['Diego López', 'Mateo Musacchio', 'Gonzalo Rodríguez', 'Joan Oriol', 'Mario Gaspar', 'Ángel López', 'Marcos Senna', 'Bruno', 'Borja Valero', 'Marco Ruben', 'Cani']"
2012-04-08,Levante,Atlético,"['Gustavo Munúa', 'Sergio Ballesteros', 'Gustavo Cabral', 'Juanfran', 'Pedro López', 'Xavi Torres', 'Barkero', 'Vicente Iborra', 'Valdo', 'Abdelkader Ghezzal', 'Arouna Koné']","['Thibaut Courtois', 'João Miranda', 'Diego Godín', 'Filipe Luis', 'Juanfran', 'Mario Suárez', 'Gabi', 'Eduardo Salvio', 'Diego', 'Arda Turan', 'Adrián']"
2012-04-08,Mallorca,Granada,"['Dudu Aouate', 'Chico Flores', 'Iván Ramis', 'Pablo Cáceres', 'Pau Cendrós', 'José Martí', 'Fernando Tissone', 'Gonzalo Castro', 'Michaël Pereira', 'Víctor Casadesús', 'Tomer Hemed']","['Júlio César', 'Diego Mainz', 'Borja Gómez', 'Guilherme Siqueira', 'Allan Nyom', 'Moisés Hurtado', 'Carlos Martins', 'Mikel Rico', 'Dani Benítez', 'Ikechukwu Uche', 'Ighalo']"
2012-04-08,Athletic,Sevilla,"['Gorka Iraizoz', 'Ekiza', 'Fernando Amorebieta', 'Jon Aurtenetxe', 'De Marcos', 'Ander Iturraspe', 'Ander Herrera', 'Markel Susaeta', 'Andoni Iraola', 'Iker Muniain', 'Fernando Llorente']","['Andrés Palop', 'Federico Fazio', 'Julien Escudé', 'Antonio Luna', 'Fernando Navarro', 'Ivan Rakitić', 'Gary Medel', 'Manu Del Moral', 'Jesús Navas', 'Álvaro Negredo', 'Frédéric Kanouté']"
2012-04-08,Real Madrid,Valencia,"['Iker Casillas', 'Pepe', 'Raúl Albiol', 'Marcelo', 'Álvaro Arbeloa', 'Cristiano Ronaldo', 'Sami Khedira', 'Xabi Alonso', 'Mesut Özil', 'Gonzalo Higuaín', 'Karim Benzema']","['Vicente Guaita', 'Ricardo Costa', 'Adil Rami', 'Víctor Ruiz', 'Sofiane Feghouli', 'Jordi Alba', 'Daniel Parejo', 'Tino Costa', 'Mehmet Topal', 'Aritz Aduriz', 'Pablo Piatti']"
2012-04-09,Málaga,Racing,"['Carlos Kameni', 'Martín Demichelis', 'Joris Mathijsen', 'Ignacio Monreal', 'Jesús Gámez', 'Weligton', 'Enzo Maresca', 'Santiago Cazorla', 'Isco', 'Sebastián Fernández', 'Salomón Rondón']","['Mario Fernandez', 'Bernardo', 'Marc Torrejón', 'Cisma', 'Francis Pérez', 'Pape Diop', 'Julian Luque', 'Edu Bedia', 'Adrián', 'Cristhian Stuani', 'Kennedy Bakircioglü']"
2012-04-10,R. Sociedad,Real Betis,"['Zubikarai', 'Jon Ansotegi', 'Mikel González', 'Alberto De La Bella', 'Daniel Estrada', 'Asier Illarramendi', 'Gorka Elustondo', 'David Zurutuza', 'Carlos Vela', 'Imanol Agirretxe', 'Antoine Griezmann']","['Fabricio', 'Antonio Amaya', 'Paulão', 'Nacho', 'Javier Chica', 'Iriney', 'José Cañas', 'Salva Sevilla', 'Jefferson Montero', 'Roque Santa Cruz', 'Rubén Castro']"
2012-04-10,Osasuna,Espanyol,"['Andrés Fernández', 'Miguel Flaño', 'Lolo', 'Damià', 'Marc Bertrán', 'Raoul Loé', 'Francisco Puñal', 'Raúl García', 'Roland Lamah', 'Nino', 'Álvaro Cejudo']","['Kiko Casilla', 'Héctor Moreno', 'Juan Forlín', 'Dídac Vilà', 'Javi López', 'Philippe Coutinho', 'Raúl Baena', 'Cristian Gómez', 'Joan Verdú', 'Sergio García', 'Kalu Uche']"
2012-04-10,Barcelona,Getafe,"['Víctor Valdés', 'Sergio Busquets', 'Javier Mascherano', 'Adriano', 'Carles Puyol', 'Lionel Messi', 'Xavi', 'Andrés Iniesta', 'Alexis Sánchez', 'Isaac Cuenca', 'Pedro']","['Miguel Moyá', 'Alexis', 'Cata Díaz', 'Tsepo Masilela', 'Miguel Torres', 'Rubén Pérez', 'Juan Rodríguez', 'Javi Casquero', 'Diego Castro', 'Miku', 'Pedro Ríos']"
2012-04-11,Granada,Athletic,"['Júlio César', 'Íñigo López', 'Borja Gómez', 'Guilherme Siqueira', 'Allan Nyom', 'Moisés Hurtado', 'Carlos Martins', 'Mikel Rico', 'Jaime Romero', 'Ikechukwu Uche', 'Ighalo']","['Gorka Iraizoz', 'Fernando Amorebieta', 'Markel Susaeta', 'Jon Aurtenetxe', 'De Marcos', 'Ander Iturraspe', 'Ander Herrera', 'Javi Martínez', 'Andoni Iraola', 'Iker Muniain', 'Fernando Llorente']"
2012-04-11,Real Sporting,Levante,"['Juan Pablo', 'Pedro Orfila', 'Alberto Botía', 'Canella', 'Lora', 'Iván Hernández', 'Nacho Cases', 'Miguel De Las Cuevas', 'Óscar Trejo', 'Barral', 'Adrián Colunga']","['Gustavo Munúa', 'Sergio Ballesteros', 'David Navarro', 'Juanfran', 'Javi Venta', 'Vicente Iborra', 'Javier Farinós', 'Rubén Suárez', 'Valdo', 'Arouna Koné', 'Nabil El Zhar']"
2012-04-11,Valencia,Rayo Vallecano,"['Vicente Guaita', 'Ricardo Costa', 'Adil Rami', 'Jérémy Mathieu', 'Antonio Barragán', 'Jordi Alba', 'Tino Costa', 'Mehmet Topal', 'Pablo Hernández', 'Sofiane Feghouli', 'Jonas']","['Joel Robles', 'Jorge Pulido', 'Labaka', 'Alejandro Arribas', 'Tito', 'Casado', 'Michu', 'Pape Diamanka', 'José Movilla', 'Diego Costa', 'Lass Bangoura']"
2012-04-11,Atlético,Real Madrid,"['Thibaut Courtois', 'Diego Godín', 'Luis Perea', 'Filipe Luis', 'Juanfran', 'Tiago', 'Gabi', 'Arda Turan', 'Diego', 'Adrián', 'Radamel Falcao']","['Iker Casillas', 'Pepe', 'Sergio Ramos', 'Fábio Coentrão', 'Álvaro Arbeloa', 'Kaká', 'Sami Khedira', 'Xabi Alonso', 'Karim Benzema', 'Cristiano Ronaldo', 'Ángel Di María']"
2012-04-12,Villarreal,Málaga,"['Diego López', 'Cristián Zapata', 'Mateo Musacchio', 'Gonzalo Rodríguez', 'Camuñas', 'Catalá', 'Marcos Senna', 'Bruno', 'Borja Valero', 'Alejandro Martinuccio', 'Marco Ruben']","['Carlos Kameni', 'Sergio Sánchez', 'Joris Mathijsen', 'Weligton', 'Eliseu', 'Ignacio Monreal', 'Ignacio Camacho', 'Santiago Cazorla', 'Duda', 'Salomón Rondón', 'Isco']"
2012-04-12,Racing,Mallorca,"['Dani Sotres', 'Osmar Barba', 'Bernardo', 'Marc Torrejón', 'Bolaño', 'Quique Rivero', 'Julian Luque', 'Arana', 'Marcos Gullón', 'Cristhian Stuani', 'Edu Bedia']","['Dudu Aouate', 'José Nunes', 'Iván Ramis', 'Pablo Cáceres', 'Pau Cendrós', 'Tomás Pina', 'Fernando Tissone', 'Gonzalo Castro', 'Emilio Nsue', 'Víctor Casadesús', 'Alejandro Alfaro']"
2012-04-12,Sevilla,Real Zaragoza,"['Andrés Palop', 'Federico Fazio', 'Julien Escudé', 'Antonio Luna', 'Coke', 'Piotr Trochowski', 'Gary Medel', 'Fernando Navarro', 'Jesús Navas', 'Manu Del Moral', 'Álvaro Negredo']","['Roberto Jiménez', 'Mateos', 'Maurizio Lanzaro', 'Javier Paredes', 'Pablo Álvarez', 'Angel Lafita', 'Ádám Pintér', 'Apoño', 'Rúben Micael', 'Hélder Postiga', 'Luis García']"
2012-04-14,Real Madrid,Real Sporting,"['Iker Casillas', 'Pepe', 'Sergio Ramos', 'Marcelo', 'Álvaro Arbeloa', 'Mesut Özil', 'Sami Khedira', 'Nuri Sahin', 'Gonzalo Higuaín', 'Cristiano Ronaldo', 'José Callejón']","['Juan Pablo', 'Alejandro Gálvez', 'Alberto Botía', 'Canella', 'Damián Suárez', 'Óscar Trejo', 'Iván Hernández', 'Moisés', 'Gastón Sangoy', 'Miguel De Las Cuevas', 'Lora']"
2012-04-14,Levante,Barcelona,"['Gustavo Munúa', 'Sergio Ballesteros', 'Gustavo Cabral', 'Juanfran', 'Pedro López', 'Xavi Torres', 'Barkero', 'Vicente Iborra', 'Pedro Botelho', 'Arouna Koné', 'Valdo']","['Víctor Valdés', 'Sergio Busquets', 'Javier Mascherano', 'Adriano', 'Carles Puyol', 'Thiago', 'C. Fàbregas', 'Xavi', 'Alexis Sánchez', 'Lionel Messi', 'Pedro']"
2012-04-15,Espanyol,Valencia,"['Cristian Álvarez', 'Raúl Rodríguez', 'Héctor Moreno', 'Dídac Vilà', 'Javi López', 'Vladimir Weiss', 'Cristian Gómez', 'Raúl Baena', 'Joan Verdú', 'Sergio García', 'Kalu Uche']","['Vicente Guaita', 'Ricardo Costa', 'Adil Rami', 'Jérémy Mathieu', 'Antonio Barragán', 'Jordi Alba', 'Daniel Parejo', 'Tino Costa', 'Mehmet Topal', 'Jonas', 'Pablo Hernández']"
2012-04-15,Real Zaragoza,Granada,"['Roberto Jiménez', 'Paulo Da Silva', 'Pablo Álvarez', 'Javier Paredes', 'Edu Oriol', 'Abraham', 'Franco Zuculini', 'Tomislav Dujmović', 'Rúben Micael', 'Carlos Aranda', 'Angel Lafita']","['Júlio César', 'Borja Gómez', 'Diego Mainz', 'Guilherme Siqueira', 'Allan Nyom', 'Moisés Hurtado', 'Carlos Martins', 'Mikel Rico', 'Dani Benítez', 'Ikechukwu Uche', 'Alexandre Geijo']"
2012-04-15,Real Betis,Osasuna,"['Fabricio', 'Paulão', 'Chechu Dorado', 'Nacho', 'Nelson', 'Iriney', 'Beñat', 'Jefferson Montero', 'Rubén Castro', 'Jonathan Pereira', 'Roque Santa Cruz']","['Andrés Fernández', 'Miguel Flaño', 'Lolo', 'Damià', 'Echaide', 'Francisco Puñal', 'Raoul Loé', 'Raúl García', 'Roland Lamah', 'Álvaro Cejudo', 'Nino']"
2012-04-15,Málaga,R. Sociedad,"['Rubén', 'Martín Demichelis', 'Joris Mathijsen', 'Ignacio Monreal', 'Jesús Gámez', 'Weligton', 'Enzo Maresca', 'Santiago Cazorla', 'Isco', 'Sebastián Fernández', 'Salomón Rondón']","['Claudio Bravo', 'Jon Ansotegi', 'Mikel González', 'Alberto De La Bella', 'Daniel Estrada', 'Asier Illarramendi', 'Gorka Elustondo', 'Xabi Prieto', 'David Zurutuza', 'Antoine Griezmann', 'Carlos Vela']"
2012-04-15,Villarreal,Racing,"['Diego López', 'Cristián Zapata', 'Carlos Marchena', 'Catalá', 'Ángel López', 'Mateo Musacchio', 'Bruno', 'Borja Valero', 'Hernán Pérez', 'Alejandro Martinuccio', 'Nilmar']","['Mario Fernandez', 'Álvaro González', 'Marc Torrejón', 'Adrián', 'Francis Pérez', 'Cisma', 'Julian Luque', 'Pape Diop', 'Gonzalo Colsa', 'Cristhian Stuani', 'Pedro Munitis']"
2012-04-15,Athletic,Mallorca,"['Gorka Iraizoz', 'Fernando Amorebieta', 'Andoni Iraola', 'Jon Aurtenetxe', 'De Marcos', 'Ander Iturraspe', 'Ander Herrera', 'Javi Martínez', 'Ibai Gómez', 'Fernando Llorente', 'Markel Susaeta']","['Dudu Aouate', 'Crespí', 'Pedro Bigas', 'Iván Ramis', 'Pau Cendrós', 'Pablo Cáceres', 'Tomás Pina', 'Emilio Nsue', 'Alejandro Alfaro', 'Michaël Pereira', 'Víctor Casadesús']"
2012-04-15,Rayo Vallecano,Atlético,"['David Cobeño', 'Alejandro Arribas', 'Raúl Bravo', 'Casado', 'Tito', 'Michu', 'Roberto Trashorras', 'José Movilla', 'Raúl Tamudo', 'Piti', 'Lass Bangoura']","['Thibaut Courtois', 'João Miranda', 'Álvaro Domínguez', 'Filipe Luis', 'Juanfran', 'Mario Suárez', 'Tiago', 'Eduardo Salvio', 'Diego', 'Adrián', 'Radamel Falcao']"
2012-04-16,Getafe,Sevilla,"['Miguel Moyá', 'Cata Díaz', 'Álvaro Arroyo', 'Mané', 'Miguel Torres', 'Míchel', 'Lacen', 'Diego Castro', 'Jaime Gavilán', 'Pedro Ríos', 'Miku']","['Javi Varas', 'Federico Fazio', 'Julien Escudé', 'Antonio Luna', 'Coke', 'Piotr Trochowski', 'Gary Medel', 'Fernando Navarro', 'Jesús Navas', 'Manu Del Moral', 'Álvaro Negredo']"
2012-04-21,Mallorca,Real Zaragoza,"['Dudu Aouate', 'Chico Flores', 'Iván Ramis', 'Pablo Cáceres', 'Pau Cendrós', 'Tomás Pina', 'José Martí', 'Gonzalo Castro', 'Michaël Pereira', 'Tomer Hemed', 'Víctor Casadesús']","['Roberto Jiménez', 'Maurizio Lanzaro', 'Paulo Da Silva', 'Javier Paredes', 'Abraham', 'Tomislav Dujmović', 'Franco Zuculini', 'Apoño', 'Luis García', 'Hélder Postiga', 'Angel Lafita']"
2012-04-21,Real Sporting,Rayo Vallecano,"['Juan Pablo', 'Alberto Botía', 'Moisés', 'Ayoze', 'Damián Suárez', 'Miguel De Las Cuevas', 'Gregory', 'Lora', 'Óscar Trejo', 'Adrián Colunga', 'Gastón Sangoy']","['Joel Robles', 'Labaka', 'Raúl Bravo', 'Casado', 'Rober Correa', 'Emiliano Armenteros', 'Roberto Trashorras', 'José Movilla', 'Piti', 'Diego Costa', 'Michu']"
2012-04-21,Barcelona,Real Madrid,"['Víctor Valdés', 'Carles Puyol', 'Javier Mascherano', 'Sergio Busquets', 'Daniel Alves', 'Adriano', 'Xavi', 'Thiago', 'Andrés Iniesta', 'Lionel Messi', 'Cristian Tello']","['Iker Casillas', 'Pepe', 'Sergio Ramos', 'Fábio Coentrão', 'Álvaro Arbeloa', 'Sami Khedira', 'Xabi Alonso', 'Mesut Özil', 'Cristiano Ronaldo', 'Ángel Di María', 'Karim Benzema']"
2012-04-21,Sevilla,Levante,"['Javi Varas', 'Juan Cala', 'Federico Fazio', 'Antonio Luna', 'Fernando Navarro', 'Gary Medel', 'Piotr Trochowski', 'Julien Escudé', 'Jesús Navas', 'Manu Del Moral', 'Álvaro Negredo']","['Gustavo Munúa', 'Sergio Ballesteros', 'Gustavo Cabral', 'Pedro López', 'Javi Venta', 'Xavi Torres', 'Barkero', 'Vicente Iborra', 'Pedro Botelho', 'Arouna Koné', 'Valdo']"
2012-04-22,Granada,Getafe,"['Júlio César', 'Íñigo López', 'Borja Gómez', 'Guilherme Siqueira', 'Allan Nyom', 'Moisés Hurtado', 'Carlos Martins', 'Mikel Rico', 'Dani Benítez', 'Ikechukwu Uche', 'Franco Jara']","['Miguel Moyá', 'Alexis', 'Cata Díaz', 'Mané', 'Miguel Torres', 'Míchel', 'Lacen', 'Diego Castro', 'Jaime Gavilán', 'Pedro Ríos', 'Miku']"
2012-04-22,R. Sociedad,Villarreal,"['Claudio Bravo', 'Jon Ansotegi', 'Vadim Demidov', 'Alberto De La Bella', 'Daniel Estrada', 'Mikel Aranburu', 'Gorka Elustondo', 'Xabi Prieto', 'David Zurutuza', 'Imanol Agirretxe', 'Carlos Vela']","['Diego López', 'Cristián Zapata', 'Mateo Musacchio', 'Catalá', 'Mario Gaspar', 'Jonathan De Guzmán', 'Marcos Senna', 'Bruno', 'Marco Ruben', 'Borja Valero', 'Hernán Pérez']"
2012-04-22,Racing,Athletic,"['Mario Fernandez', 'Álvaro González', 'Marc Torrejón', 'Cisma', 'Francis Pérez', 'Gonzalo Colsa', 'Julian Luque', 'Pape Diop', 'Adrián', 'Cristhian Stuani', 'Pedro Munitis']","['Gorka Iraizoz', 'Fernando Amorebieta', 'Javi Martínez', 'Jon Aurtenetxe', 'Andoni Iraola', 'Ander Iturraspe', 'Ander Herrera', 'De Marcos', 'Ibai Gómez', 'Gaizka Toquero', 'Markel Susaeta']"
2012-04-22,Atlético,Espanyol,"['Thibaut Courtois', 'Diego Godín', 'Álvaro Domínguez', 'Filipe Luis', 'Juanfran', 'Eduardo Salvio', 'Tiago', 'Gabi', 'Diego', 'Arda Turan', 'Radamel Falcao']","['Cristian Álvarez', 'Raúl Rodríguez', 'Héctor Moreno', 'Dídac Vilà', 'Javi López', 'Christian Romaric', 'Raúl Baena', 'Philippe Coutinho', 'Joan Verdú', 'Sergio García', 'Kalu Uche']"
2012-04-22,Valencia,Real Betis,"['Vicente Guaita', 'Ricardo Costa', 'Adil Rami', 'Jordi Alba', 'Antonio Barragán', 'David Albelda', 'Daniel Parejo', 'Sergio Canales', 'Sofiane Feghouli', 'Roberto Soldado', 'Jonas']","['Fabricio', 'Paulão', 'Chechu Dorado', 'Nacho', 'Nelson', 'José Cañas', 'Beñat', 'Jefferson Montero', 'Jonathan Pereira', 'Roque Santa Cruz', 'Rubén Castro']"
2012-04-23,Osasuna,Málaga,"['Andrés Fernández', 'Miguel Flaño', 'Lolo', 'Damià', 'Marc Bertrán', 'Francisco Puñal', 'Timor', 'Javad Nekounam', 'Álvaro Cejudo', 'Nino', 'Dejan Lekic']","['Carlos Kameni', 'Sergio Sánchez', 'Martín Demichelis', 'Weligton', 'Joaquín', 'Ignacio Monreal', 'Enzo Maresca', 'Ignacio Camacho', 'Santiago Cazorla', 'Salomón Rondón', 'Isco']"
2012-04-28,Getafe,Mallorca,"['Miguel Moyá', 'Alexis', 'Cata Díaz', 'Mané', 'Juan Valera', 'Míchel', 'Lacen', 'Abdelaziz Barrada', 'Jaime Gavilán', 'Diego Castro', 'Miku']","['Dudu Aouate', 'Pedro Bigas', 'Chico Flores', 'Iván Ramis', 'Tomás Pina', 'José Martí', 'Gonzalo Castro', 'Michaël Pereira', 'Alejandro Alfaro', 'Víctor Casadesús', 'Emilio Nsue']"
2012-04-28,Levante,Granada,"['Gustavo Munúa', 'Sergio Ballesteros', 'Gustavo Cabral', 'Juanfran', 'Pedro López', 'Xavi Torres', 'Barkero', 'Vicente Iborra', 'Pedro Botelho', 'Arouna Koné', 'Valdo']","['Júlio César', 'Íñigo López', 'Borja Gómez', 'Guilherme Siqueira', 'Allan Nyom', 'Moisés Hurtado', 'Carlos Martins', 'Abel Gómez', 'Mikel Rico', 'Alexandre Geijo', 'Jaime Romero']"
2012-04-28,Espanyol,Real Sporting,"['Cristian Álvarez', 'Raúl Rodríguez', 'Héctor Moreno', 'Dídac Vilà', 'Philippe Coutinho', 'Cristian Gómez', 'Víctor Sánchez', 'Raúl Baena', 'Joan Verdú', 'Sergio García', 'Kalu Uche']","['Juan Pablo', 'Alejandro Gálvez', 'Alberto Botía', 'Ayoze', 'Damián Suárez', 'Miguel De Las Cuevas', 'Gregory', 'Lora', 'Óscar Trejo', 'Gastón Sangoy', 'Adrián Colunga']"
2012-04-28,R. Sociedad,Racing,"['Claudio Bravo', 'Mikel González', 'Jon Ansotegi', 'Alberto De La Bella', 'Daniel Estrada', 'Gorka Elustondo', 'Asier Illarramendi', 'Mikel Aranburu', 'Antoine Griezmann', 'Xabi Prieto', 'Carlos Vela']","['Mario Fernandez', 'Álvaro González', 'Marc Torrejón', 'Cisma', 'Francis Pérez', 'Pape Diop', 'Gonzalo Colsa', 'Edu Bedia', 'Julian Luque', 'Jairo Samperio', 'Lautaro Acosta']"
2012-04-28,Villarreal,Osasuna,"['Diego López', 'Cristián Zapata', 'Mateo Musacchio', 'Jaume Costa', 'Mario Gaspar', 'Borja Valero', 'Marcos Senna', 'Bruno', 'Hernán Pérez', 'Cani', 'Marco Ruben']","['Andrés Fernández', 'Rovérsio', 'Roland Lamah', 'Damià', 'Marc Bertrán', 'Francisco Puñal', 'Javad Nekounam', 'Lolo', 'Raúl García', 'Ibrahima Baldé', 'Nino']"
2012-04-29,Real Madrid,Sevilla,"['Iker Casillas', 'Pepe', 'Sergio Ramos', 'Marcelo', 'Álvaro Arbeloa', 'Esteban Granero', 'Xabi Alonso', 'Mesut Özil', 'Cristiano Ronaldo', 'Ángel Di María', 'Karim Benzema']","['Javi Varas', 'Juan Cala', 'Deivid', 'Federico Fazio', 'Coke', 'Fernando Navarro', 'Piotr Trochowski', 'Ivan Rakitić', 'José Reyes', 'Jesús Navas', 'Álvaro Negredo']"
2012-04-29,Real Zaragoza,Athletic,"['Roberto Jiménez', 'Paulo Da Silva', 'Javier Paredes', 'Pablo Álvarez', 'Edu Oriol', 'Abraham', 'Rúben Micael', 'Franco Zuculini', 'Apoño', 'Hélder Postiga', 'Angel Lafita']","['Gorka Iraizoz', 'Ekiza', 'Íñigo Pérez', 'Andoni Iraola', 'De Marcos', 'Mikel San José', 'Igor Gabilondo', 'Ander Herrera', 'Ander Iturraspe', 'Gaizka Toquero', 'Ibai Gómez']"
2012-04-29,Málaga,Valencia,"['Carlos Kameni', 'Martín Demichelis', 'Weligton', 'Eliseu', 'Jesús Gámez', 'Isco', 'Enzo Maresca', 'Ignacio Camacho', 'Joaquín', 'Santiago Cazorla', 'Salomón Rondón']","['Vicente Guaita', 'Ricardo Costa', 'Adil Rami', 'Jordi Alba', 'Antonio Barragán', 'Jérémy Mathieu', 'Tino Costa', 'Hedwiges Maduro', 'Pablo Piatti', 'Roberto Soldado', 'Sofiane Feghouli']"
2012-04-29,Real Betis,Atlético,"['Fabricio', 'Antonio Amaya', 'Paulão', 'Nacho', 'Nelson', 'Iriney', 'Javier Matilla', 'Salva Sevilla', 'Jefferson Montero', 'Roque Santa Cruz', 'Rubén Castro']","['Thibaut Courtois', 'Diego Godín', 'Álvaro Domínguez', 'Filipe Luis', 'Juanfran', 'Tiago', 'Gabi', 'Eduardo Salvio', 'Diego', 'Adrián', 'Radamel Falcao']"
2012-04-29,Rayo Vallecano,Barcelona,"['David Cobeño', 'Jorge Pulido', 'Alejandro Arribas', 'Tito', 'Rober Correa', 'Lass Bangoura', 'Roberto Trashorras', 'José Movilla', 'Michu', 'Raúl Tamudo', 'Diego Costa']","['José Pinto', 'Carles Puyol', 'Javier Mascherano', 'Adriano', 'Martín Montoya', 'Sergio Busquets', 'Seydou Keita', 'Thiago', 'Alexis Sánchez', 'Lionel Messi', 'Pedro']"
2012-05-05,Real Zaragoza,Racing,"['Roberto Jiménez', 'Paulo Da Silva', 'Javier Paredes', 'Pablo Álvarez', 'Edu Oriol', 'Abraham', 'Rúben Micael', 'Ádám Pintér', 'Apoño', 'Hélder Postiga', 'Angel Lafita']","['Mario Fernandez', 'Bernardo', 'Álvaro González', 'Bolaño', 'Francis Pérez', 'Pape Diop', 'Marcos Gullón', 'Edu Bedia', 'Lautaro Acosta', 'Quique Rivero', 'Jairo Samperio']"
2012-05-05,Athletic,Getafe,"['Raúl Fernandez', 'Jonás Ramalho', 'Ekiza', 'Jon Aurtenetxe', 'Ibai Gómez', 'Mikel San José', 'Igor Gabilondo', 'David López', 'Íñigo Pérez', 'Gaizka Toquero', 'Ander Herrera']","['Miguel Moyá', 'Álex Pérez', 'Cata Díaz', 'Miguel Torres', 'Álvaro Arroyo', 'Abdelaziz Barrada', 'Juan Rodríguez', 'Javi Casquero', 'Miku', 'Jaime Gavilán', 'Pablo Sarabia']"
2012-05-05,Mallorca,Levante,"['Dudu Aouate', 'Crespí', 'Chico Flores', 'Pablo Cáceres', 'Emilio Nsue', 'Tomás Pina', 'José Martí', 'Gonzalo Castro', 'Michaël Pereira', 'Víctor Casadesús', 'Alejandro Alfaro']","['Gustavo Munúa', 'Sergio Ballesteros', 'David Navarro', 'Pedro López', 'Javi Venta', 'Xavi Torres', 'Barkero', 'Vicente Iborra', 'Pedro Botelho', 'Abdelkader Ghezzal', 'Valdo']"
